2026-04-25 03:12:06,711 - Using language: go
2026-04-25 03:12:25,674 - Potential files: ['go.mod', '.github/workflows', 'README.md', '.golangci.yaml', 'Makefile', 'Makefile-test.mk', 'docs/README.md', 'Makefile-verify.mk', '.github/dependabot.yml', 'Dockerfile', '.golangci-kal.yaml', 'go.sum', 'cloudbuild.yaml', 'Makefile-deps.mk', 'CONTRIBUTING.md']   -- <step_cost> input_tok: 2740, output_tok: 1222, cost_usd: nan </step_cost>
2026-04-25 03:12:25,674 - Start determine relevance of these files...
2026-04-25 03:12:28,599 - File: go.mod - <rel>Yes</rel>   -- <step_cost> input_tok: 3337, output_tok: 151, cost_usd: nan </step_cost>
2026-04-25 03:12:30,629 - File: README.md - <rel>No</rel>   -- <step_cost> input_tok: 3004, output_tok: 47, cost_usd: nan </step_cost>
2026-04-25 03:12:33,046 - File: .golangci.yaml - <rel>No</rel>   -- <step_cost> input_tok: 1135, output_tok: 70, cost_usd: nan </step_cost>
2026-04-25 03:12:35,064 - File: Makefile - <rel>Yes</rel>   -- <step_cost> input_tok: 6746, output_tok: 46, cost_usd: nan </step_cost>
2026-04-25 03:12:37,188 - File: Makefile-test.mk - <rel>Yes</rel>   -- <step_cost> input_tok: 8111, output_tok: 39, cost_usd: nan </step_cost>
2026-04-25 03:12:39,154 - File: docs/README.md - <rel>No</rel>   -- <step_cost> input_tok: 176, output_tok: 38, cost_usd: nan </step_cost>
2026-04-25 03:12:42,538 - File: Makefile-verify.mk - <rel>Yes</rel>   -- <step_cost> input_tok: 3275, output_tok: 117, cost_usd: nan </step_cost>
2026-04-25 03:12:44,223 - File: .github/dependabot.yml - <rel>No</rel>   -- <step_cost> input_tok: 708, output_tok: 45, cost_usd: nan </step_cost>
2026-04-25 03:12:46,306 - File: Dockerfile - <rel>Yes</rel>   -- <step_cost> input_tok: 333, output_tok: 77, cost_usd: nan </step_cost>
2026-04-25 03:12:48,468 - File: .golangci-kal.yaml - <rel>No</rel>   -- <step_cost> input_tok: 1590, output_tok: 73, cost_usd: nan </step_cost>
2026-04-25 03:12:52,877 - File: go.sum - <rel>No</rel>   -- <step_cost> input_tok: 24667, output_tok: 132, cost_usd: nan </step_cost>
2026-04-25 03:12:54,710 - File: cloudbuild.yaml - <rel>No</rel>   -- <step_cost> input_tok: 452, output_tok: 49, cost_usd: nan </step_cost>
2026-04-25 03:12:57,337 - File: Makefile-deps.mk - <rel>Yes</rel>   -- <step_cost> input_tok: 5027, output_tok: 82, cost_usd: nan </step_cost>
2026-04-25 03:13:00,081 - File: CONTRIBUTING.md - <rel>Yes</rel>   -- <step_cost> input_tok: 1396, output_tok: 109, cost_usd: nan </step_cost>
2026-04-25 03:13:00,081 - Located related files: ['go.mod', 'Makefile', 'Makefile-test.mk', 'Makefile-verify.mk', 'Dockerfile', 'Makefile-deps.mk', 'CONTRIBUTING.md']
2026-04-25 03:13:03,418 - Selected base image: golang:1.25   -- <step_cost> input_tok: 27517, output_tok: 57, cost_usd: nan </step_cost>
2026-04-25 03:13:03,455 - Starting bash session in container based on image: golang:1.25
2026-04-25 03:13:03,455 - Docker attempt 1/3
2026-04-25 03:13:17,718 - Session started successfully: <launch.core.runtime.SetupRuntime object at 0x723dba816840>
2026-04-25 03:13:18,418 - Repo root in the host cleaned up: /home/v-kenanli/SWE-bench-Live/launch/data/go/playground/kubernetes-sigs__kueue-9866/repo
2026-04-25 03:13:18,421 - Setting up environment for language: go
2026-04-25 03:13:18,421 - No language-specific server needed
2026-04-25 03:13:18,465 - setup state: None, 0, None ... 
2026-04-25 03:13:18,465 - ----------Start setup conversation----------
2026-04-25 03:13:22,621 - 
================================== Ai Message ==================================

Thought: I need to download Go module dependencies first.
Action: <command>go mod download</command>

 -- <step_cost> input_tok: 30679, output_tok: 49, cost_usd: nan </step_cost>


 -- <step_cost> input_tok: 45481, output_tok: 318, cost_usd: nan </step_cost>

2026-04-25 03:13:48,546 - 
================================ Human Message =================================

Observation:
go mod download

root@c11a630b6f8b:/testbed $

exit code: 0

2026-04-25 03:13:51,772 - 
================================== Ai Message ==================================

Thought: Build the project before running tests.
Action: <command>go build ./...</command>

 -- <step_cost> input_tok: 30750, output_tok: 44, cost_usd: nan </step_cost>


 -- <step_cost> input_tok: 45539, output_tok: 27, cost_usd: nan </step_cost>

2026-04-25 03:18:18,441 - 
================================ Human Message =================================

Observation:
go build ./...

root@c11a630b6f8b:/testbed $

exit code: 0

2026-04-25 03:18:21,419 - 
================================== Ai Message ==================================

Thought: Now run the Go test suite across all modules.
Action: <command>go test ./...</command>

 -- <step_cost> input_tok: 30820, output_tok: 27, cost_usd: nan </step_cost>

2026-04-25 03:33:31,913 - 
================================ Human Message =================================

Observation:
go test ./...
ok  	sigs.k8s.io/kueue/apis/config/v1beta1	0.025s
?   	sigs.k8s.io/kueue/pkg/controller/jobs/pod/constants	[no test files]
?   	sigs.k8s.io/kueue/pkg/controller/jobs/ray	[no test files]
ok  	sigs.k8s.io/kueue/pkg/controller/jobs/raycluster	(cached)
ok  	sigs.k8s.io/kueue/pkg/controller/jobs/rayjob	(cached)
ok  	sigs.k8s.io/kueue/pkg/controller/jobs/rayservice	(cached)
ok  	sigs.k8s.io/kueue/pkg/controller/jobs/sparkapplication	(cached)
ok  	sigs.k8s.io/kueue/pkg/controller/jobs/statefulset	(cached)
ok  	sigs.k8s.io/kueue/pkg/controller/jobs/trainjob	(cached)
ok  	sigs.k8s.io/kueue/pkg/controller/tas	(cached)
?   	sigs.k8s.io/kueue/pkg/controller/tas/indexer	[no test files]
ok  	sigs.k8s.io/kueue/pkg/controller/workloaddispatcher	(cached)
?   	sigs.k8s.io/kueue/pkg/debugger	[no test files]
ok  	sigs.k8s.io/kueue/pkg/dra	(cached)
ok  	sigs.k8s.io/kueue/pkg/features	(cached)
ok  	sigs.k8s.io/kueue/pkg/metrics	(cached)
ok  	sigs.k8s.io/kueue/pkg/podset	(cached)
ok  	sigs.k8s.io/kueue/pkg/resources	(cached)
ok  	sigs.k8s.io/kueue/pkg/scheduler	(cached)
ok  	sigs.k8s.io/kueue/pkg/scheduler/flavorassigner	(cached)
ok  	sigs.k8s.io/kueue/pkg/scheduler/preemption	(cached)
?   	sigs.k8s.io/kueue/pkg/scheduler/preemption/classical	[no test files]
ok  	sigs.k8s.io/kueue/pkg/scheduler/preemption/common	(cached)
?   	sigs.k8s.io/kueue/pkg/scheduler/preemption/expectations	[no test files]
?   	sigs.k8s.io/kueue/pkg/scheduler/preemption/fairsharing	[no test files]
ok  	sigs.k8s.io/kueue/pkg/util/admissioncheck	(cached)
?   	sigs.k8s.io/kueue/pkg/util/admissionfairsharing	[no test files]
ok  	sigs.k8s.io/kueue/pkg/util/admissiongates	(cached)
?   	sigs.k8s.io/kueue/pkg/util/api	[no test files]
ok  	sigs.k8s.io/kueue/pkg/util/cert	(cached)
ok  	sigs.k8s.io/kueue/pkg/util/client	(cached)
ok  	sigs.k8s.io/kueue/pkg/util/cmp	(cached....stripped due to length....
ork.(*Framework).Init
  	/testbed/test/integration/framework/framework.go:92
  sigs.k8s.io/kueue/test/integration/singlecluster/webhook/jobs.init.func13
  	/testbed/test/integration/singlecluster/webhook/jobs/suite_test.go:68
  github.com/onsi/ginkgo/v2/internal.extractBodyFunction.func3
  	/testbed/vendor/github.com/onsi/ginkgo/v2/internal/node.go:585
  github.com/onsi/ginkgo/v2/internal.(*Suite).runNode.func3
  	/testbed/vendor/github.com/onsi/ginkgo/v2/internal/suite.go:946
  2026-04-25T03:55:24.564228254Z	ERROR	controller-runtime.test-env	envtest/server.go:391	unable to start the controlplane	{"tries": 1, "error": "fork/exec /usr/local/kubebuilder/bin/etcd: no such file or directory"}
  sigs.k8s.io/controller-runtime/pkg/envtest.(*Environment).startControlPlane
  	/testbed/vendor/sigs.k8s.io/controller-runtime/pkg/envtest/server.go:391
  sigs.k8s.io/controller-runtime/pkg/envtest.(*Environment).Start
  	/testbed/vendor/sigs.k8s.io/controller-runtime/pkg/envtest/server.go:304
  sigs.k8s.io/kueue/test/integration/framework.(*Framework).Init.func1
  	/testbed/test/integration/framework/framework.go:125
  github.com/onsi/ginkgo/v2/internal.(*Suite).By
  	/testbed/vendor/github.com/onsi/ginkgo/v2/internal/suite.go:341
  github.com/onsi/ginkgo/v2.By
  	/testbed/vendor/github.com/onsi/ginkgo/v2/core_dsl.go:659
  sigs.k8s.io/kueue/test/integration/framework.(*Framework).Init
  	/testbed/test/integration/framework/framework.go:92
  sigs.k8s.io/kueue/test/integration/singlecluster/webhook/jobs.init.func13
  	/testbed/test/integration/singlecluster/webhook/jobs/suite_test.go:68
  github.com/onsi/ginkgo/v2/internal.extractBodyFunction.func3
  	/testbed/vendor/github.com/onsi/ginkgo/v2/internal/node.go:585
  github.com/onsi/ginkgo/v2/internal.(*Suite).runNode.func3
  	/testbed/vendor/github.com/onsi/ginkgo/v2/internal/suite.go:946
  2026-04-25T03:55:24.56594935Z	ERROR	controller-runtime.test-env	envtest/server.go:391	unable to start the controlplane	{"tries": 2, "error": "fork/exec /usr/local/kubebuilder/bin/etcd: no such file or directory"}
  sigs.k8s.io/controller-runtime/pkg/envtest.(*Environment).startControlPlane
  	/testbed/vendor/sigs.k8s.io/controller-runtime/pkg/envtest/server.go:391
  sigs.k8s.io/controller-runtime/pkg/envtest.(*Environment).Start
  	/testbed/vendor/sigs.k8s.io/controller-runtime/pkg/envtest/server.go:304
  sigs.k8s.io/kueue/test/integration/framework.(*Framework).Init.func1
  	/testbed/test/integration/framework/framework.go:125
  github.com/onsi/ginkgo/v2/internal.(*Suite).By
  	/testbed/vendor/github.com/onsi/ginkgo/v2/internal/suite.go:341
  github.com/onsi/ginkgo/v2.By
  	/testbed/vendor/github.com/onsi/ginkgo/v2/core_dsl.go:659
  sigs.k8s.io/kueue/test/integration/framework.(*Framework).Init
  	/testbed/test/integration/framework/framework.go:92
  sigs.k8s.io/kueue/test/integration/singlecluster/webhook/jobs.init.func13
  	/testbed/test/integration/singlecluster/webhook/jobs/suite_test.go:68
  github.com/onsi/ginkgo/v2/internal.extractBodyFunction.func3
  	/testbed/vendor/github.com/onsi/ginkgo/v2/internal/node.go:585
  github.com/onsi/ginkgo/v2/internal.(*Suite).runNode.func3
  	/testbed/vendor/github.com/onsi/ginkgo/v2/internal/suite.go:946
  2026-04-25T03:55:24.567573418Z	ERROR	controller-runtime.test-env	envtest/server.go:391	unable to start the controlplane	{"tries": 3, "error": "fork/exec /usr/local/kubebuilder/bin/etcd: no such file or directory"}
  sigs.k8s.io/controller-runtime/pkg/envtest.(*Environment).startControlPlane
  	/testbed/vendor/sigs.k8s.io/controller-runtime/pkg/envtest/server.go:391
  sigs.k8s.io/controller-runtime/pkg/envtest.(*Environment).Start
  	/testbed/vendor/sigs.k8s.io/controller-runtime/pkg/envtest/server.go:304
  sigs.k8s.io/kueue/test/integration/framework.(*Framework).Init.func1
  	/testbed/test/integration/framework/framework.go:125
  github.com/onsi/ginkgo/v2/internal.(*Suite).By
  	/testbed/vendor/github.com/onsi/ginkgo/v2/internal/suite.go:341
  github.com/onsi/ginkgo/v2.By
  	/testbed/vendor/github.com/onsi/ginkgo/v2/core_dsl.go:659
  sigs.k8s.io/kueue/test/integration/framework.(*Framework).Init
  	/testbed/test/integration/framework/framework.go:92
  sigs.k8s.io/kueue/test/integration/singlecluster/webhook/jobs.init.func13
  	/testbed/test/integration/singlecluster/webhook/jobs/suite_test.go:68
  github.com/onsi/ginkgo/v2/internal.extractBodyFunction.func3
  	/testbed/vendor/github.com/onsi/ginkgo/v2/internal/node.go:585
  github.com/onsi/ginkgo/v2/internal.(*Suite).runNode.func3
  	/testbed/vendor/github.com/onsi/ginkgo/v2/internal/suite.go:946
  2026-04-25T03:55:24.569160878Z	ERROR	controller-runtime.test-env	envtest/server.go:391	unable to start the controlplane	{"tries": 4, "error": "fork/exec /usr/local/kubebuilder/bin/etcd: no such file or directory"}
  sigs.k8s.io/controller-runtime/pkg/envtest.(*Environment).startControlPlane
  	/testbed/vendor/sigs.k8s.io/controller-runtime/pkg/envtest/server.go:391
  sigs.k8s.io/controller-runtime/pkg/envtest.(*Environment).Start
  	/testbed/vendor/sigs.k8s.io/controller-runtime/pkg/envtest/server.go:304
  sigs.k8s.io/kueue/test/integration/framework.(*Framework).Init.func1
  	/testbed/test/integration/framework/framework.go:125
  github.com/onsi/ginkgo/v2/internal.(*Suite).By
  	/testbed/vendor/github.com/onsi/ginkgo/v2/internal/suite.go:341
  github.com/onsi/ginkgo/v2.By
  	/testbed/vendor/github.com/onsi/ginkgo/v2/core_dsl.go:659
  sigs.k8s.io/kueue/test/integration/framework.(*Framework).Init
  	/testbed/test/integration/framework/framework.go:92
  sigs.k8s.io/kueue/test/integration/singlecluster/webhook/jobs.init.func13
  	/testbed/test/integration/singlecluster/webhook/jobs/suite_test.go:68
  github.com/onsi/ginkgo/v2/internal.extractBodyFunction.func3
  	/testbed/vendor/github.com/onsi/ginkgo/v2/internal/node.go:585
  github.com/onsi/ginkgo/v2/internal.(*Suite).runNode.func3
  	/testbed/vendor/github.com/onsi/ginkgo/v2/internal/suite.go:946
  [FAILED] in [BeforeSuite] - /testbed/vendor/github.com/onsi/ginkgo/v2/internal/suite.go:341 @ 04/25/26 03:55:24.569
  << Timeline

  [FAILED] Unexpected error:
      <*fmt.wrapError | 0xc0004c2080>: 
      unable to start control plane itself: failed to start the controlplane. retried 5 times: fork/exec /usr/local/kubebuilder/bin/etcd: no such file or directory
      {
          msg: "unable to start control plane itself: failed to start the controlplane. retried 5 times: fork/exec /usr/local/kubebuilder/bin/etcd: no such file or directory",
          err: <*fmt.wrapError | 0xc0004c2020>{
              msg: "failed to start the controlplane. retried 5 times: fork/exec /usr/local/kubebuilder/bin/etcd: no such file or directory",
              err: <*fs.PathError | 0xc000833f20>{
                  Op: "fork/exec",
                  Path: "/usr/local/kubebuilder/bin/etcd",
                  Err: <syscall.Errno>0x2,
              },
          },
      }
  occurred
  In [BeforeSuite] at: /testbed/vendor/github.com/onsi/ginkgo/v2/internal/suite.go:341 @ 04/25/26 03:55:24.569
------------------------------

Summarizing 1 Failure:
  [FAIL] [BeforeSuite] 
  /testbed/vendor/github.com/onsi/ginkgo/v2/internal/suite.go:341

Ran 0 of 44 Specs in 0.014 seconds
FAIL! -- A BeforeSuite node failed so all tests were skipped.
--- FAIL: TestAPIs (0.02s)
FAIL
FAIL	sigs.k8s.io/kueue/test/integration/singlecluster/webhook/jobs	0.066s
--- FAIL: TestScalability (0.00s)
    checker_test.go:47: Unable to read summary: open : no such file or directory
FAIL
FAIL	sigs.k8s.io/kueue/test/performance/scheduler/checker	0.040s
?   	sigs.k8s.io/kueue/test/performance/scheduler/minimalkueue	[no test files]
?   	sigs.k8s.io/kueue/test/performance/scheduler/runner	[no test files]
ok  	sigs.k8s.io/kueue/test/performance/scheduler/runner/controller	(cached)
ok  	sigs.k8s.io/kueue/test/performance/scheduler/runner/generator	(cached)
?   	sigs.k8s.io/kueue/test/performance/scheduler/runner/recorder	[no test files]
?   	sigs.k8s.io/kueue/test/performance/scheduler/runner/scraper	[no test files]
?   	sigs.k8s.io/kueue/test/performance/scheduler/runner/stats	[no test files]
?   	sigs.k8s.io/kueue/test/util	[no test files]
FAIL

root@c11a630b6f8b:/testbed $

exit code: 1

2026-04-25 04:02:34,750 - 
================================== Ai Message ==================================

Thought: Inspect the performance checker test to see required flags and file paths.
Action: <command>sed -n '1,200p' test/performance/scheduler/checker/checker_test.go</command>

 -- <step_cost> input_tok: 44621, output_tok: 225, cost_usd: nan </step_cost>

2026-04-25 04:02:34,763 - 
================================ Human Message =================================

Observation:
sed -n '1,200p' test/performance/scheduler/checker/checker_test.go
/*
Copyright The Kubernetes Authors.

Licensed under the Apache License, Version 2.0 (the "License");
you may not use this file except in compliance with the License.
You may obtain a copy of the License at

    http://www.apache.org/licenses/LICENSE-2.0

Unless required by applicable law or agreed to in writing, software
distributed under the License is distributed on an "AS IS" BASIS,
WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.
See the License for the specific language governing permissions and
limitations under the License.
*/

package checker

import (
	"flag"
	"os"
	"testing"

	"sigs.k8s.io/yaml"

	"sigs.k8s.io/kueue/test/performance/scheduler/runner/recorder"
	"sigs.k8s.io/kueue/test/performance/scheduler/runner/stats"
)

var (
	summaryFile  = flag.String("summary", "", "the runner summary report")
	cmdStatsFile = flag.String("cmdStats", "", "command stats yaml file")
	rangeFile    = flag.String("range", "", "expectations range file")
)

type RangeSpec struct {
	Cmd struct {
		MaxWallMs int64 `json:"maxWallMs"`
	} `json:"cmd"`
	ClusterQueueClassesMinUsage      map[string]float64 `json:"clusterQueueClassesMinUsage"`
	WlClassesMaxAvgTimeToAdmissionMs map[string]int64   `json:"wlClassesMaxAvgTimeToAdmissionMs"`
}

func TestScalability(t *testing.T) {
	summaryBytes, err := os.ReadFile(*summaryFile)
	if err != nil {
		t.Fatalf("Unable to read summary: %s", err)
	}

	summary := recorder.Summary{}

	err = yaml.UnmarshalStrict(summaryBytes, &summary)
	if err != nil {
		t.Fatalf("Unable to unmarshal summary: %s", err)
	}

	cmdStatsBytes, err := os.ReadFile(*cmdStatsFile)
	if err != nil {
		t.Fatalf("Unable to read command stats: %s", err)
	}

	cmdStats := stats.CmdStats{}
	err = yaml.UnmarshalStrict(cmdStatsBytes, &cmdStats)
	if err != nil {
		t.Fatalf("Unable to unmarshal command stats: %s", err)
	}

	rangeBytes, err := os.ReadFile(*rangeFile)
	if err != nil {
		t.Fatalf("Unable to read range spec: %s", err)
	}

	rangeSpec := RangeSpec{}
	err = yaml.UnmarshalStrict(rangeBytes, &rangeSpec)
	if err != nil {
		t.Fatalf("Unable to unmarshal range spec: %s", err)
	}

	t.Run("CommandStats", func(t *testing.T) {
		if cmdStats.WallMs > rangeSpec.Cmd.MaxWallMs {
			t.Errorf("Wall time %dms is greater than maximum expected %dms", cmdStats.WallMs, rangeSpec.Cmd.MaxWallMs)
		}
	})

	t.Run("ClusterQueueClasses", func(t *testing.T) {
		for c, cqcSummary := range summary.ClusterQueueClasses {
			t.Run(c, func(t *testing.T) {
				expected, found := rangeSpec.ClusterQueueClassesMinUsage[c]
				if !found {
					t.Fatalf("Unexpected class")
				}
				elapsedMs := cqcSummary.LastEventTime.Sub(cqcSummary.FirstEventTime).Milliseconds()
				if cqcSummary.NominalQuota == 0 || elapsedMs == 0 {
					t.Fatalf("Invalid data: NominalQuota=%d, elapsedMs=%d", cqcSummary.NominalQuota, elapsedMs)
				}
				actual := float64(cqcSummary.CPUUsed) * 100 / (float64(cqcSummary.NominalQuota) * float64(elapsedMs))
				if actual < expected {
					t.Errorf("Usage %.2f%% is less then expected %.2f%%", actual, expected)
				}
			})
		}
	})

	t.Run("WorkloadClasses", func(t *testing.T) {
		for c, wlcSummary := range summary.WorkloadClasses {
			t.Run(c, func(t *testing.T) {
				expected, found := rangeSpec.WlClassesMaxAvgTimeToAdmissionMs[c]
				if !found {
					t.Fatalf("Unexpected class")
				}
				if wlcSummary.AverageTimeToAdmissionMs > expected {
					t.Errorf("Average wait for admission %dms is more then expected %dms", wlcSummary.AverageTimeToAdmissionMs, expected)
				}
			})
		}
	})
}

root@c11a630b6f8b:/testbed $

exit code: 0

2026-04-25 04:04:01,652 - 
================================== Ai Message ==================================

Thought: Inspect the integration framework to confirm how it uses KUBEBUILDER_ASSETS.
Action: <command>sed -n '1,200p' test/integration/framework/framework.go</command>

 -- <step_cost> input_tok: 45614, output_tok: 5073, cost_usd: nan </step_cost>

2026-04-25 04:04:01,665 - 
================================ Human Message =================================

Observation:
sed -n '1,200p' test/integration/framework/framework.go
/*
Copyright The Kubernetes Authors.

Licensed under the Apache License, Version 2.0 (the "License");
you may not use this file except in compliance with the License.
You may obtain a copy of the License at

    http://www.apache.org/licenses/LICENSE-2.0

Unless required by applicable law or agreed to in writing, software
distributed under the License is distributed on an "AS IS" BASIS,
WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.
See the License for the specific language governing permissions and
limitations under the License.
*/

package framework

import (
	"context"
	"crypto/tls"
	"fmt"
	"net"
	"os"
	"path/filepath"
	"strconv"
	"strings"
	"time"

	kfmpi "github.com/kubeflow/mpi-operator/pkg/apis/kubeflow/v2beta1"
	sparkv1beta2 "github.com/kubeflow/spark-operator/v2/api/v1beta2"
	kftrainer "github.com/kubeflow/trainer/v2/pkg/apis/trainer/v1alpha1"
	kftraining "github.com/kubeflow/training-operator/pkg/apis/kubeflow.org/v1"
	"github.com/onsi/ginkgo/v2"
	"github.com/onsi/gomega"
	awv1beta2 "github.com/project-codeflare/appwrapper/api/v1beta2"
	rayv1 "github.com/ray-project/kuberay/ray-operator/apis/ray/v1"
	"go.uber.org/zap/zaptest/observer"
	resourcev1 "k8s.io/api/resource/v1"
	"k8s.io/apimachinery/pkg/runtime"
	autoscaling "k8s.io/autoscaler/cluster-autoscaler/apis/provisioningrequest/autoscaling.x-k8s.io/v1"
	clientgoscheme "k8s.io/client-go/kubernetes/scheme"
	"k8s.io/client-go/rest"
	"k8s.io/utils/ptr"
	inventoryv1alpha1 "sigs.k8s.io/cluster-inventory-api/apis/v1alpha1"
	ctrl "sigs.k8s.io/controller-runtime"
	"sigs.k8s.io/controller-runtime/pkg/client"
	crconfig "sigs.k8s.io/controller-runtime/pkg/config"
	"sigs.k8s.io/controller-runtime/pkg/envtest"
	"sigs.k8s.io/controller-runtime/pkg/manager"
	metricsserver "sigs.k8s.io/controller-runtime/pkg/metrics/server"
	"sigs.k8s.io/controller-runtime/pkg/webhook"
	jobsetapi "sigs.k8s.io/jobset/api/jobset/v1alpha2"
	leaderworkersetv1 "sigs.k8s.io/lws/api/leaderworkerset/v1"

	config "sigs.k8s.io/kueue/apis/config/v1beta2"
	kueuev1beta1 "sigs.k8s.io/kueue/apis/kueue/v1beta1"
	kueue "sigs.k8s.io/kueue/apis/kueue/v1beta2"
	"sigs.k8s.io/kueue/client-go/clientset/versioned/scheme"
	"sigs.k8s.io/kueue/test/util"
)

type ManagerSetup func(context.Context, manager.Manager)

type ManagerOption func(*manager.Options)

func WithNewClient(c client.NewClientFunc) ManagerOption {
	return func(o *manager.Options) {
		o.NewClient = c
	}
}

type Framework struct {
	DepCRDPaths            []string
	WebhookPath            string
	APIServerFeatureGates  []string
	APIServerRuntimeConfig []string
	testEnv                *envtest.Environment
	cancel                 context.CancelFunc
	scheme                 *runtime.Scheme

	managerCancel context.CancelFunc
	managerDone   <-chan struct{}

	ObservedLogs *observer.ObservedLogs
}

func (f *Framework) Init() *rest.Config {
	f.ObservedLogs = util.SetupLoggerGetObservedLogs()

	var cfg *rest.Config
	ginkgo.By("bootstrapping test environment", func() {
		baseCrdPath := filepath.Join(util.ProjectBaseDir, "config", "components", "crd", "_output")
		f.testEnv = &envtest.Environment{
			CRDDirectoryPaths:       append(f.DepCRDPaths, baseCrdPath),
			ErrorIfCRDPathMissing:   true,
			ControlPlaneStopTimeout: 90 * time.Second,
		}
		var err error
		f.testEnv.Scheme = scheme.Scheme
		err = kueue.AddToScheme(f.testEnv.Scheme)
		gomega.ExpectWithOffset(1, err).NotTo(gomega.HaveOccurred())

		err = kueuev1beta1.AddToScheme(f.testEnv.Scheme)
		gomega.ExpectWithOffset(1, err).NotTo(gomega.HaveOccurred())

		if len(f.WebhookPath) > 0 {
			f.testEnv.WebhookInstallOptions.Paths = []string{f.WebhookPath}
		}

		if len(f.APIServerFeatureGates) > 0 {
			f.testEnv.ControlPlane.GetAPIServer().Configure().Append("feature-gates", strings.Join(f.APIServerFeatureGates, ","))
		}

		if len(f.APIServerRuntimeConfig) > 0 {
			f.testEnv.ControlPlane.GetAPIServer().Configure().Append("runtime-config", strings.Join(f.APIServerRuntimeConfig, ","))
		}

		if level, err := strconv.Atoi(os.Getenv("API_LOG_LEVEL")); err == nil && level > 0 {
			f.testEnv.ControlPlane.GetAPIServer().Configure().Append("v", strconv.Itoa(level))
			f.testEnv.ControlPlane.GetAPIServer().Out = ginkgo.GinkgoWriter
			f.testEnv.ControlPlane.GetAPIServer().Err = ginkgo.GinkgoWriter
		}

		cfg, err = f.testEnv.Start()
		gomega.ExpectWithOffset(1, err).NotTo(gomega.HaveOccurred())
		gomega.ExpectWithOffset(1, cfg).NotTo(gomega.BeNil())
	})
	f.scheme = runtime.NewScheme()
	gomega.ExpectWithOffset(1, clientgoscheme.AddToScheme(f.scheme)).NotTo(gomega.HaveOccurred())
	return cfg
}

func (f *Framework) SetupClient(cfg *rest.Config) (context.Context, client.WithWatch) {
	err := config.AddToScheme(f.scheme)
	gomega.ExpectWithOffset(1, err).NotTo(gomega.HaveOccurred())

	err = kueue.AddToScheme(f.scheme)
	gomega.ExpectWithOffset(1, err).NotTo(gomega.HaveOccurred())

	err = kueuev1beta1.AddToScheme(f.scheme)
	gomega.ExpectWithOffset(1, err).NotTo(gomega.HaveOccurred())

	err = awv1beta2.AddToScheme(f.scheme)
	gomega.ExpectWithOffset(1, err).NotTo(gomega.HaveOccurred())

	err = kfmpi.AddToScheme(f.scheme)
	gomega.ExpectWithOffset(1, err).NotTo(gomega.HaveOccurred())

	err = rayv1.AddToScheme(f.scheme)
	gomega.ExpectWithOffset(1, err).NotTo(gomega.HaveOccurred())

	err = jobsetapi.AddToScheme(f.scheme)
	gomega.ExpectWithOffset(1, err).NotTo(gomega.HaveOccurred())

	err = kftraining.AddToScheme(f.scheme)
	gomega.ExpectWithOffset(1, err).NotTo(gomega.HaveOccurred())

	err = autoscaling.AddToScheme(f.scheme)
	gomega.ExpectWithOffset(1, err).NotTo(gomega.HaveOccurred())

	err = kftrainer.AddToScheme(f.scheme)
	gomega.ExpectWithOffset(1, err).NotTo(gomega.HaveOccurred())

	err = resourcev1.AddToScheme(f.scheme)
	gomega.ExpectWithOffset(1, err).NotTo(gomega.HaveOccurred())

	err = inventoryv1alpha1.AddToScheme(f.scheme)
	gomega.ExpectWithOffset(1, err).NotTo(gomega.HaveOccurred())

	err = leaderworkersetv1.AddToScheme(f.scheme)
	gomega.ExpectWithOffset(1, err).NotTo(gomega.HaveOccurred())

	err = sparkv1beta2.AddToScheme(f.scheme)
	gomega.ExpectWithOffset(1, err).NotTo(gomega.HaveOccurred())

	k8sClient, err := client.NewWithWatch(cfg, client.Options{Scheme: f.scheme})
	gomega.ExpectWithOffset(1, err).NotTo(gomega.HaveOccurred())
	gomega.ExpectWithOffset(1, k8sClient).NotTo(gomega.BeNil())

	ctx, cancel := context.WithCancel(ginkgo.GinkgoT().Context())
	f.cancel = cancel

	return ctx, k8sClient
}

func (f *Framework) StartManager(ctx context.Context, cfg *rest.Config, managerSetup ManagerSetup, opts ...ManagerOption) {
	ginkgo.By("starting the manager", func() {
		webhookInstallOptions := &f.testEnv.WebhookInstallOptions
		mgrOptions := manager.Options{
			Scheme: f.scheme,
			Metrics: metricsserver.Options{
				BindAddress: "0", // disable metrics to avoid conflicts between packages.
			},
			WebhookServer: webhook.NewServer(
				webhook.Options{
					Host:    webhookInstallOptions.LocalServingHost,
					Port:    webhookInstallOptions.LocalServingPort,
					CertDir: webhookInstallOptions.LocalServingCertDir,
				}),

root@c11a630b6f8b:/testbed $

exit code: 0

2026-04-25 04:04:55,962 - 
================================== Ai Message ==================================

Thought: Check whether the compiled CRD output directory exists for integration tests.
Action: <command>ls -la config/components/crd</command>

 -- <step_cost> input_tok: 47598, output_tok: 3031, cost_usd: nan </step_cost>

2026-04-25 04:04:55,973 - 
================================ Human Message =================================

Observation:
ls -la config/components/crd
total 24
