2026-04-27 22:08:19,741 - Using language: go
2026-04-27 22:08:29,444 - Potential files: ['go.mod', 'README.md', 'Makefile', 'Makefile-test.mk', 'Makefile-verify.mk', 'docs/README.md', '.github/dependabot.yml', 'Dockerfile', 'go.sum', 'RELEASE.md', 'cloudbuild.yaml', 'Makefile-deps.mk', 'CONTRIBUTING.md']   -- <step_cost> input_tok: 2716, output_tok: 541, cost_usd: nan </step_cost>
2026-04-27 22:08:29,444 - Start determine relevance of these files...
2026-04-27 22:08:31,650 - File: go.mod - <rel>Yes</rel>   -- <step_cost> input_tok: 3298, output_tok: 66, cost_usd: nan </step_cost>
2026-04-27 22:08:34,525 - File: README.md - <rel>No</rel>   -- <step_cost> input_tok: 3004, output_tok: 118, cost_usd: nan </step_cost>
2026-04-27 22:08:37,637 - File: Makefile - <rel>Yes</rel>   -- <step_cost> input_tok: 6612, output_tok: 60, cost_usd: nan </step_cost>
2026-04-27 22:08:41,361 - File: Makefile-test.mk - <rel>Yes</rel>   -- <step_cost> input_tok: 7803, output_tok: 105, cost_usd: nan </step_cost>
2026-04-27 22:08:45,324 - File: Makefile-verify.mk - <rel>Yes</rel>   -- <step_cost> input_tok: 3275, output_tok: 203, cost_usd: nan </step_cost>
2026-04-27 22:08:47,360 - File: docs/README.md - <rel>No</rel>   -- <step_cost> input_tok: 176, output_tok: 41, cost_usd: nan </step_cost>
2026-04-27 22:08:48,861 - File: .github/dependabot.yml - <rel>No</rel>   -- <step_cost> input_tok: 656, output_tok: 32, cost_usd: nan </step_cost>
2026-04-27 22:08:50,653 - File: Dockerfile - <rel>Yes</rel>   -- <step_cost> input_tok: 333, output_tok: 39, cost_usd: nan </step_cost>
2026-04-27 22:08:54,632 - File: go.sum - <rel>No</rel>   -- <step_cost> input_tok: 24473, output_tok: 112, cost_usd: nan </step_cost>
2026-04-27 22:08:56,554 - File: RELEASE.md - <rel>No</rel>   -- <step_cost> input_tok: 474, output_tok: 40, cost_usd: nan </step_cost>
2026-04-27 22:08:58,682 - File: cloudbuild.yaml - <rel>No</rel>   -- <step_cost> input_tok: 452, output_tok: 52, cost_usd: nan </step_cost>
2026-04-27 22:09:01,838 - File: Makefile-deps.mk - <rel>Yes</rel>   -- <step_cost> input_tok: 5027, output_tok: 38, cost_usd: nan </step_cost>
2026-04-27 22:09:04,174 - File: CONTRIBUTING.md - <rel>Yes</rel>   -- <step_cost> input_tok: 1396, output_tok: 75, cost_usd: nan </step_cost>
2026-04-27 22:09:04,175 - Located related files: ['go.mod', 'Makefile', 'Makefile-test.mk', 'Makefile-verify.mk', 'Dockerfile', 'Makefile-deps.mk', 'CONTRIBUTING.md']
2026-04-27 22:09:08,345 - Selected base image: golang:1.25   -- <step_cost> input_tok: 27036, output_tok: 134, cost_usd: nan </step_cost>
2026-04-27 22:09:08,440 - Starting bash session in container based on image: golang:1.25
2026-04-27 22:09:08,440 - Docker attempt 1/3
2026-04-27 22:09:24,672 - Session started successfully: <launch.core.runtime.SetupRuntime object at 0x723dbae8a120>
2026-04-27 22:09:25,286 - Repo root in the host cleaned up: /home/v-kenanli/SWE-bench-Live/launch/data/go/playground/kubernetes-sigs__kueue-10090/repo
2026-04-27 22:09:25,289 - Setting up environment for language: go
2026-04-27 22:09:25,289 - No language-specific server needed
2026-04-27 22:09:25,396 - setup state: None, 0, None ... 
2026-04-27 22:09:25,396 - ----------Start setup conversation----------
2026-04-27 22:09:30,000 - 
================================== Ai Message ==================================

Thought: Need to download Go module dependencies first.
Action: <command>go mod download</command>

 -- <step_cost> input_tok: 30174, output_tok: 68, cost_usd: nan </step_cost>

2026-04-27 22:09:58,396 - 
================================ Human Message =================================

Observation:
go mod download

root@48d5828295c0:/testbed $

exit code: 0

2026-04-27 22:10:07,936 - 
================================== Ai Message ==================================

Thought: Build the Go project to ensure it compiles.
Action: <command>go build ./...</command>

 -- <step_cost> input_tok: 30242, output_tok: 249, cost_usd: nan </step_cost>

2026-04-27 22:15:04,664 - 
================================ Human Message =================================

Observation:
go build ./...

root@48d5828295c0:/testbed $

exit code: 0

2026-04-27 22:15:07,727 - 
================================== Ai Message ==================================

Thought: Run the full test suite.
Action: <command>go test ./...</command>

 -- <step_cost> input_tok: 30313, output_tok: 37, cost_usd: nan </step_cost>

2026-04-27 22:30:53,699 - 
================================ Human Message =================================

Observation:
go test ./...
ok  	sigs.k8s.io/kueue/apis/config/v1beta1	0.025s
	"sigs.k8s.io/kueue/test/performance/scheduler/runner/stats"
)

var (
	summaryFile  = flag.String("summary", "", "the runner summary report")
	cmdStatsFile = flag.String("cmdStats", "", "command stats yaml file")
	rangeFile    = flag.String("range", "", "expectations range file")
)

type RangeSpec struct {
	Cmd struct {
		MaxWallMs int64 `json:"maxWallMs"`
	} `json:"cmd"`
	ClusterQueueClassesMinUsage      map[string]float64 `json:"clusterQueueClassesMinUsage"`
	WlClassesMaxAvgTimeToAdmissionMs map[string]int64   `json:"wlClassesMaxAvgTimeToAdmissionMs"`
}

func TestScalability(t *testing.T) {
	summaryBytes, err := os.ReadFile(*summaryFile)
	if err != nil {
		t.Fatalf("Unable to read summary: %s", err)
	}

	summary := recorder.Summary{}

	err = yaml.UnmarshalStrict(summaryBytes, &summary)
	if err != nil {
		t.Fatalf("Unable to unmarshal summary: %s", err)
	}

	cmdStatsBytes, err := os.ReadFile(*cmdStatsFile)
	if err != nil {
		t.Fatalf("Unable to read command stats: %s", err)
	}

	cmdStats := stats.CmdStats{}
	err = yaml.UnmarshalStrict(cmdStatsBytes, &cmdStats)
	if err != nil {
		t.Fatalf("Unable to unmarshal command stats: %s", err)
	}

	rangeBytes, err := os.ReadFile(*rangeFile)
	if err != nil {
		t.Fatalf("Unable to read range spec: %s", err)
	}

	rangeSpec := RangeSpec{}
	err = yaml.UnmarshalStrict(rangeBytes, &rangeSpec)
	if err != nil {
		t.Fatalf("Unable to unmarshal range spec: %s", err)
	}

	t.Run("CommandStats", func(t *testing.T) {
		if cmdStats.WallMs > rangeSpec.Cmd.MaxWallMs {
			t.Errorf("Wall time %dms is greater than maximum expected %dms", cmdStats.WallMs, rangeSpec.Cmd.MaxWallMs)
		}
	})

	t.Run("ClusterQueueClasses", func(t *testing.T) {
		for c, cqcSummary := range summary.ClusterQueueClasses {
			t.Run(c, func(t *testing.T) {
				expected, found := rangeSpec.ClusterQueueClassesMinUsage[c]
				if !found {
					t.Fatalf("Unexpected class")
				}
				elapsedMs := cqcSummary.LastEventTime.Sub(cqcSummary.FirstEventTime).Milliseconds()
				if cqcSummary.NominalQuota == 0 || elapsedMs == 0 {
					t.Fatalf("Invalid data: NominalQuota=%d, elapsedMs=%d", cqcSummary.NominalQuota, elapsedMs)
				}
				actual := float64(cqcSummary.CPUUsed) * 100 / (float64(cqcSummary.NominalQuota) * float64(elapsedMs))
				if actual < expected {
					t.Errorf("Usage %.2f%% is less then expected %.2f%%", actual, expected)
				}
			})
		}
	})

	t.Run("WorkloadClasses", func(t *testing.T) {
		for c, wlcSummary := range summary.WorkloadClasses {
			t.Run(c, func(t *testing.T) {
				expected, found := rangeSpec.WlClassesMaxAvgTimeToAdmissionMs[c]
				if !found {
					t.Fatalf("Unexpected class")
				}
				if wlcSummary.AverageTimeToAdmissionMs > expected {
					t.Errorf("Average wait for admission %dms is more then expected %dms", wlcSummary.AverageTimeToAdmissionMs, expected)
				}
			})
		}
	})
}

root@48d5828295c0:/testbed $

exit code: 0

2026-04-27 22:31:46,036 - 
================================== Ai Message ==================================

Thought: Search for any existing range/summary test data to reuse for performance test flags.
Action: <command>find test -path "*rangespec.yaml" -o -name "*summary*.yaml" -o -name "*cmdstats*.yaml"</command>

 -- <step_cost> input_tok: 37026, output_tok: 1894, cost_usd: nan </step_cost>

2026-04-27 22:31:46,063 - 
================================ Human Message =================================

Observation:
find test -path "*rangespec.yaml" -o -name "*summary*.yaml" -o -name "*cmdstats*..yaml"
test/performance/scheduler/configs/baseline/rangespec.yaml
test/performance/scheduler/configs/tas/rangespec.yaml

root@48d5828295c0:/testbed $

exit code: 0

2026-04-27 22:32:40,601 - 
================================== Ai Message ==================================

Thought: Check if go test supports a skip flag to exclude the performance test.
Action: <command>go help testflag | grep -n skip</command>

 -- <step_cost> input_tok: 37205, output_tok: 3152, cost_usd: nan </step_cost>

2026-04-27 22:32:40,617 - 
================================ Human Message =================================

Observation:
go help testflag | grep -n skip
131:	    See also -skip.
146:	-skip regexp

root@48d5828295c0:/testbed $

exit code: 0

2026-04-27 22:33:00,745 - 
================================== Ai Message ==================================

Thought: Check the tools module for the setup-envtest version to install.
Action: <command>grep -n "setup-envtest" -n hack/tools/go.mod</command>

 -- <step_cost> input_tok: 37312, output_tok: 1110, cost_usd: nan </step_cost>

2026-04-27 22:33:00,770 - 
================================ Human Message =================================

Observation:
grep -n "setup-envtest" -n hack/tools/go.mod
17:	sigs.k8s.io/controller-runtime/tools/setup-envtest
41:	sigs.k8s.io/controller-runtime/tools/setup-envtest v0.0.0-20250407161039-6ad5c1dd4418

root@48d5828295c0:/testbed $

exit code: 0

2026-04-27 22:33:15,477 - 
================================== Ai Message ==================================

Thought: Inspect recorder summary struct for required fields to build dummy YAML files.
Action: <command>grep -n "type Summary" -n test/performance/scheduler/runner/recorder -r</command>

 -- <step_cost> input_tok: 37469, output_tok: 770, cost_usd: nan </step_cost>

2026-04-27 22:33:15,489 - 
================================ Human Message =================================

Observation:
grep -n "type Summary" -n test/performance/scheduler/runner/recorder -r
test/performance/scheduler/runner/recorder/recorder.go:275:type Summary struct {

root@48d5828295c0:/testbed $

exit code: 0

2026-04-27 22:33:56,867 - 
================================== Ai Message ==================================

Thought: Install the envtest setup tool so we can download kubebuilder assets.
Action: <command>go install sigs.k8s.io/controller-runtime/tools/setup-envtest@v0.0.0-20250407161039-6ad5c1dd4418</command>

 -- <step_cost> input_tok: 37616, output_tok: 2528, cost_usd: nan </step_cost>

2026-04-27 22:34:06,167 - 
================================ Human Message =================================

Observation:
go install sigs.k8s.io/controller-runtime/tools/setup-envtest@v0.0.0-202504071610039-6ad5c1dd4418
go: downloading sigs.k8s.io/controller-runtime v0.0.0-20250407161039-6ad5c1dd4418
go: downloading sigs.k8s.io/controller-runtime/tools/setup-envtest v0.0.0-20250407161039-6ad5c1dd4418
go: downloading github.com/spf13/afero v1.12.0
go: downloading github.com/go-logr/logr v1.4.2
go: downloading github.com/spf13/pflag v1.0.6
go: downloading go.uber.org/zap v1.27.0
go: downloading sigs.k8s.io/yaml v1.4.0
go: downloading golang.org/x/text v0.22.0
go: downloading go.uber.org/multierr v1.10.0

root@48d5828295c0:/testbed $

exit code: 0

2026-04-27 22:34:40,221 - 
================================== Ai Message ==================================

Thought: Inspect other test files in the checker package for any flag or skip logic.
Action: <command>ls -l test/performance/scheduler/checker</command>

 -- <step_cost> input_tok: 37978, output_tok: 1757, cost_usd: nan </step_cost>

2026-04-27 22:34:40,446 - 
================================ Human Message =================================

Observation:
ls -l test/performance/scheduler/checker
total 4
-rw-r--r-- 1 root root 3540 Apr 27 22:09 checker_test.go

root@48d5828295c0:/testbed $

exit code: 0

2026-04-27 22:35:32,503 - 
================================== Ai Message ==================================

Thought: Get the kubebuilder assets path from setup-envtest.
Action: <command>$(go env GOPATH)/bin/setup-envtest use 1.35 -p path</command>

 -- <step_cost> input_tok: 38102, output_tok: 2910, cost_usd: nan </step_cost>

2026-04-27 22:35:36,945 - 
================================ Human Message =================================

Observation:
$(go env GOPATH)/bin/setup-envtest use 1.35 -p path
/root/.local/share/kubebuilder-envtest/k8s/1.35.0-linux-amd64

root@48d5828295c0:/testbed $

exit code: 0

2026-04-27 22:35:43,780 - 
================================== Ai Message ==================================

Thought: Inspect integration test framework to see how it finds envtest assets.
Action: <command>sed -n '1,200p' test/integration/framework/framework.go</command>

 -- <step_cost> input_tok: 38243, output_tok: 151, cost_usd: nan </step_cost>

2026-04-27 22:35:43,954 - 
================================ Human Message =================================

Observation:
sed -n '1,200p' test/integration/framework/framework.go
/*
Copyright The Kubernetes Authors.

Licensed under the Apache License, Version 2.0 (the "License");
you may not use this file except in compliance with the License.
You may obtain a copy of the License at

    http://www.apache.org/licenses/LICENSE-2.0

Unless required by applicable law or agreed to in writing, software
distributed under the License is distributed on an "AS IS" BASIS,
WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.
See the License for the specific language governing permissions and
limitations under the License.
*/

package framework

import (
	"context"
	"crypto/tls"
	"fmt"
	"net"
	"os"
	"path/filepath"
	"strconv"
	"strings"
	"time"

	kfmpi "github.com/kubeflow/mpi-operator/pkg/apis/kubeflow/v2beta1"
	sparkv1beta2 "github.com/kubeflow/spark-operator/v2/api/v1beta2"
	kftrainer "github.com/kubeflow/trainer/v2/pkg/apis/trainer/v1alpha1"
	kftraining "github.com/kubeflow/training-operator/pkg/apis/kubeflow.org/v1"
	"github.com/onsi/ginkgo/v2"
	"github.com/onsi/gomega"
	awv1beta2 "github.com/project-codeflare/appwrapper/api/v1beta2"
	rayv1 "github.com/ray-project/kuberay/ray-operator/apis/ray/v1"
	"go.uber.org/zap/zaptest/observer"
	resourcev1 "k8s.io/api/resource/v1"
	"k8s.io/apimachinery/pkg/runtime"
	autoscaling "k8s.io/autoscaler/cluster-autoscaler/apis/provisioningrequest/autoscaling.x-k8s.io/v1"
	clientgoscheme "k8s.io/client-go/kubernetes/scheme"
	"k8s.io/client-go/rest"
	"k8s.io/utils/ptr"
	inventoryv1alpha1 "sigs.k8s.io/cluster-inventory-api/apis/v1alpha1"
	ctrl "sigs.k8s.io/controller-runtime"
	"sigs.k8s.io/controller-runtime/pkg/client"
	crconfig "sigs.k8s.io/controller-runtime/pkg/config"
	"sigs.k8s.io/controller-runtime/pkg/envtest"
	"sigs.k8s.io/controller-runtime/pkg/manager"
	metricsserver "sigs.k8s.io/controller-runtime/pkg/metrics/server"
	"sigs.k8s.io/controller-runtime/pkg/webhook"
	jobsetapi "sigs.k8s.io/jobset/api/jobset/v1alpha2"
	leaderworkersetv1 "sigs.k8s.io/lws/api/leaderworkerset/v1"

	config "sigs.k8s.io/kueue/apis/config/v1beta2"
	kueuev1beta1 "sigs.k8s.io/kueue/apis/kueue/v1beta1"
	kueue "sigs.k8s.io/kueue/apis/kueue/v1beta2"
	"sigs.k8s.io/kueue/client-go/clientset/versioned/scheme"
	"sigs.k8s.io/kueue/test/util"
)

type ManagerSetup func(context.Context, manager.Manager)

type ManagerOption func(*manager.Options)

func WithNewClient(c client.NewClientFunc) ManagerOption {
	return func(o *manager.Options) {
		o.NewClient = c
	}
}

type Framework struct {
	DepCRDPaths            []string
	WebhookPath            string
	APIServerFeatureGates  []string
	APIServerRuntimeConfig []string
	testEnv                *envtest.Environment
	cancel                 context.CancelFunc
	scheme                 *runtime.Scheme

	managerCancel context.CancelFunc
	managerDone   <-chan struct{}

	ObservedLogs *observer.ObservedLogs
}

func (f *Framework) Init() *rest.Config {
	f.ObservedLogs = util.SetupLoggerGetObservedLogs()

	var cfg *rest.Config
	ginkgo.By("bootstrapping test environment", func() {
		baseCrdPath := filepath.Join(util.ProjectBaseDir, "config", "components", "crd", "_output")
		f.testEnv = &envtest.Environment{
			CRDDirectoryPaths:       append(f.DepCRDPaths, baseCrdPath),
			ErrorIfCRDPathMissing:   true,
			ControlPlaneStopTimeout: 90 * time.Second,
		}
		var err error
		f.testEnv.Scheme = scheme.Scheme
		err = kueue.AddToScheme(f.testEnv.Scheme)
		gomega.ExpectWithOffset(1, err).NotTo(gomega.HaveOccurred())

		err = kueuev1beta1.AddToScheme(f.testEnv.Scheme)
		gomega.ExpectWithOffset(1, err).NotTo(gomega.HaveOccurred())

		if len(f.WebhookPath) > 0 {
			f.testEnv.WebhookInstallOptions.Paths = []string{f.WebhookPath}
		}

		if len(f.APIServerFeatureGates) > 0 {
			f.testEnv.ControlPlane.GetAPIServer().Configure().Append("feature-gates", strings.Join(f.APIServerFeatureGates, ","))
		}

		if len(f.APIServerRuntimeConfig) > 0 {
			f.testEnv.ControlPlane.GetAPIServer().Configure().Append("runtime-config", strings.Join(f.APIServerRuntimeConfig, ","))
		}

		if level, err := strconv.Atoi(os.Getenv("API_LOG_LEVEL")); err == nil && level > 0 {
			f.testEnv.ControlPlane.GetAPIServer().Configure().Append("v", strconv.Itoa(level))
			f.testEnv.ControlPlane.GetAPIServer().Out = ginkgo.GinkgoWriter
			f.testEnv.ControlPlane.GetAPIServer().Err = ginkgo.GinkgoWriter
		}

		cfg, err = f.testEnv.Start()
		gomega.ExpectWithOffset(1, err).NotTo(gomega.HaveOccurred())
		gomega.ExpectWithOffset(1, cfg).NotTo(gomega.BeNil())
	})
	f.scheme = runtime.NewScheme()
	gomega.ExpectWithOffset(1, clientgoscheme.AddToScheme(f.scheme)).NotTo(gomega.HaveOccurred())
	return cfg
}

func (f *Framework) SetupClient(cfg *rest.Config) (context.Context, client.WithWatch) {
	err := config.AddToScheme(f.scheme)
	gomega.ExpectWithOffset(1, err).NotTo(gomega.HaveOccurred())

	err = kueue.AddToScheme(f.scheme)
	gomega.ExpectWithOffset(1, err).NotTo(gomega.HaveOccurred())

	err = kueuev1beta1.AddToScheme(f.scheme)
	gomega.ExpectWithOffset(1, err).NotTo(gomega.HaveOccurred())

	err = awv1beta2.AddToScheme(f.scheme)
	gomega.ExpectWithOffset(1, err).NotTo(gomega.HaveOccurred())

	err = kfmpi.AddToScheme(f.scheme)
	gomega.ExpectWithOffset(1, err).NotTo(gomega.HaveOccurred())

	err = rayv1.AddToScheme(f.scheme)
	gomega.ExpectWithOffset(1, err).NotTo(gomega.HaveOccurred())

	err = jobsetapi.AddToScheme(f.scheme)
	gomega.ExpectWithOffset(1, err).NotTo(gomega.HaveOccurred())

	err = kftraining.AddToScheme(f.scheme)
	gomega.ExpectWithOffset(1, err).NotTo(gomega.HaveOccurred())

	err = autoscaling.AddToScheme(f.scheme)
	gomega.ExpectWithOffset(1, err).NotTo(gomega.HaveOccurred())

	err = kftrainer.AddToScheme(f.scheme)
	gomega.ExpectWithOffset(1, err).NotTo(gomega.HaveOccurred())

	err = resourcev1.AddToScheme(f.scheme)
	gomega.ExpectWithOffset(1, err).NotTo(gomega.HaveOccurred())

	err = inventoryv1alpha1.AddToScheme(f.scheme)
	gomega.ExpectWithOffset(1, err).NotTo(gomega.HaveOccurred())

	err = leaderworkersetv1.AddToScheme(f.scheme)
	gomega.ExpectWithOffset(1, err).NotTo(gomega.HaveOccurred())

	err = sparkv1beta2.AddToScheme(f.scheme)
	gomega.ExpectWithOffset(1, err).NotTo(gomega.HaveOccurred())

	k8sClient, err := client.NewWithWatch(cfg, client.Options{Scheme: f.scheme})
	gomega.ExpectWithOffset(1, err).NotTo(gomega.HaveOccurred())
	gomega.ExpectWithOffset(1, k8sClient).NotTo(gomega.BeNil())

	ctx, cancel := context.WithCancel(ginkgo.GinkgoT().Context())
	f.cancel = cancel

	return ctx, k8sClient
}

func (f *Framework) StartManager(ctx context.Context, cfg *rest.Config, managerSetup ManagerSetup, opts ...ManagerOption) {
	ginkgo.By("starting the manager", func() {
		webhookInstallOptions := &f.testEnv.WebhookInstallOptions
		mgrOptions := manager.Options{
			Scheme: f.scheme,
			Metrics: metricsserver.Options{
				BindAddress: "0", // disable metrics to avoid conflicts between packages.
			},
			WebhookServer: webhook.NewServer(
				webhook.Options{
					Host:    webhookInstallOptions.LocalServingHost,
					Port:    webhookInstallOptions.LocalServingPort,
					CertDir: webhookInstallOptions.LocalServingCertDir,
				}),

root@48d5828295c0:/testbed $

exit code: 0

2026-04-27 22:35:53,056 - 
================================== Ai Message ==================================

Thought: Check if CRD output directory exists for integration tests.
Action: <command>ls -l config/components/crd/_output</command>

 -- <step_cost> input_tok: 40345, output_tok: 329, cost_usd: nan </step_cost>

2026-04-27 22:35:53,078 - 
================================ Human Message =================================

Observation:
ls -l config/components/crd/_output
ls: cannot access 'config/components/crd/_output': No such file or directory

root@48d5828295c0:/testbed $

exit code: 2

2026-04-27 22:36:55,016 - 
================================== Ai Message ==================================

Thought: Inspect the Summary struct definition to craft minimal YAML fixtures.
Action: <command>sed -n '250,360p' test/performance/scheduler/runner/recorder/recorder.go</command>

 -- <step_cost> input_tok: 40452, output_tok: 3434, cost_usd: nan </step_cost>

2026-04-27 22:36:55,252 - 
================================ Human Message =================================

Observation:
sed -n '250,360p' test/performance/scheduler/runner/recorder/recorder.go
		CPUAverageUsage: 0,
		NominalQuota:    qs.LastEvent.CPUQuota,
		FirstEventTime:  qs.FirstEventTime,
		LastEventTime:   qs.LastEvent.Time,
	}
	return ret
}

type WorkloadsClassSummary struct {
	Count                    int32 `json:"count"`
	totalTimeToAdmissionMs   int64 `json:"-"`
	totalTimeToFinishMs      int64 `json:"-"`
	TotalEvictions           int32 `json:"totalEvictions"`
	AverageTimeToAdmissionMs int64 `json:"averageTimeToAdmissionMs"`
	AverageTimeToFinishMs    int64 `json:"averageTimeToFinishMs"`
}

func (wcs *WorkloadsClassSummary) refreshAverage() {
	if wcs == nil || wcs.Count == 0 {
		return
	}
	wcs.AverageTimeToAdmissionMs = wcs.totalTimeToAdmissionMs / int64(wcs.Count)
	wcs.AverageTimeToFinishMs = wcs.totalTimeToFinishMs / int64(wcs.Count)
}

type Summary struct {
	ClusterQueueClasses map[string]*CQGroupSummary        `json:"clusterQueueClasses"`
	WorkloadClasses     map[string]*WorkloadsClassSummary `json:"workloadClasses"`
	DroppedWLEvents     uint64                            `json:"droppedWorkloadEvents"`
}

func (r *Recorder) WriteSummary(path string) error {
	summary := Summary{
		ClusterQueueClasses: map[string]*CQGroupSummary{},
		WorkloadClasses:     map[string]*WorkloadsClassSummary{},
		DroppedWLEvents:     r.droppedWL.Load(),
	}

	for _, cqState := range r.Store.CQ {
		if cqState.LastEvent == nil {
			continue
		}
		if groupSummary, found := summary.ClusterQueueClasses[cqState.LastEvent.ClassName]; found {
			groupSummary.AddQueueSummary(cqState)
		} else {
			summary.ClusterQueueClasses[cqState.LastEvent.ClassName] = newCQGroupSummary(cqState)
		}
	}

	for _, group := range summary.ClusterQueueClasses {
		group.refreshAverage()
	}

	for _, wlState := range r.Store.WL {
		if class, found := summary.WorkloadClasses[wlState.ClassName]; !found {
			summary.WorkloadClasses[wlState.ClassName] = &WorkloadsClassSummary{
				Count:                  1,
				totalTimeToAdmissionMs: wlState.TimeToAdmitMs,
				totalTimeToFinishMs:    wlState.TimeToFinishedMs,
				TotalEvictions:         wlState.EvictionCount,
			}
		} else {
			class.Count++
			class.totalTimeToAdmissionMs += wlState.TimeToAdmitMs
			class.totalTimeToFinishMs += wlState.TimeToFinishedMs
			class.TotalEvictions += wlState.EvictionCount
		}
	}

	for _, class := range summary.WorkloadClasses {
		class.refreshAverage()
	}

	bytes, err := yaml.Marshal(summary)
	if err != nil {
		return err
	}

	return os.WriteFile(path, bytes, 0666)
}

func (r *Recorder) WriteCQCsv(path string) (err error) {
	var f *os.File
	f, err = os.Create(path)
	if err != nil {
		return err
	}
	defer f.Close()
	cWriter := csv.NewWriter(f)

	defer func() {
		cWriter.Flush()
		if err == nil {
			err = cWriter.Error()
		}
	}()

	err = cWriter.Write(CQStateCsvHeader)
	if err != nil {
		return err
	}

	for _, cqs := range r.Store.CQ {
		err = cWriter.Write(cqs.CsvRecord())
		if err != nil {
			return err
		}
	}

	return err
}

root@48d5828295c0:/testbed $

exit code: 0

2026-04-27 22:37:30,355 - 
================================== Ai Message ==================================

Thought: Inspect integration suite to see required dep CRDs paths.
Action: <command>sed -n '1,160p' test/integration/singlecluster/webhook/jobs/suite_test.go</command>

 -- <step_cost> input_tok: 41393, output_tok: 1775, cost_usd: nan </step_cost>

2026-04-27 22:37:30,529 - 
================================ Human Message =================================

Observation:
sed -n '1,160p' test/integration/singlecluster/webhook/jobs/suite_test.go
/*
Copyright The Kubernetes Authors.

Licensed under the Apache License, Version 2.0 (the "License");
you may not use this file except in compliance with the License.
You may obtain a copy of the License at

    http://www.apache.org/licenses/LICENSE-2.0

Unless required by applicable law or agreed to in writing, software
distributed under the License is distributed on an "AS IS" BASIS,
WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.
See the License for the specific language governing permissions and
limitations under the License.
*/

package jobs

import (
	"context"
	"testing"

	"github.com/onsi/ginkgo/v2"
	"github.com/onsi/gomega"
	"k8s.io/client-go/rest"
	ctrl "sigs.k8s.io/controller-runtime"
	"sigs.k8s.io/controller-runtime/pkg/client"
	"sigs.k8s.io/controller-runtime/pkg/manager"

	schdcache "sigs.k8s.io/kueue/pkg/cache/scheduler"
	"sigs.k8s.io/kueue/pkg/controller/jobframework"
	"sigs.k8s.io/kueue/pkg/controller/jobs/job"
	"sigs.k8s.io/kueue/pkg/util/kubeversion"
	"sigs.k8s.io/kueue/test/integration/framework"
	"sigs.k8s.io/kueue/test/util"
)

var (
	cfg                  *rest.Config
	k8sClient            client.Client
	serverVersionFetcher *kubeversion.ServerVersionFetcher
	ctx                  context.Context
	fwk                  *framework.Framework
)

func TestAPIs(t *testing.T) {
	gomega.RegisterFailHandler(ginkgo.Fail)

	ginkgo.RunSpecs(t,
		"Jobs Webhook Suite",
	)
}

var _ = ginkgo.BeforeSuite(func() {
	fwk = &framework.Framework{
		DepCRDPaths: []string{
			util.MpiOperatorCrds,
			util.JobsetCrds,
			util.RayOperatorCrds,
			util.TrainingOperatorCrds,
			util.AppWrapperCrds,
			util.KfTrainerCrds,
		},
		WebhookPath: util.WebhookPath,
	}
	cfg = fwk.Init()
	ctx, k8sClient = fwk.SetupClient(cfg)
})

var _ = ginkgo.AfterSuite(func() {
	fwk.Teardown()
})

func managerSetup(setup func(ctrl.Manager, ...jobframework.Option) error, opts ...jobframework.Option) framework.ManagerSetup {
	return func(ctx context.Context, mgr manager.Manager) {
		cCache := schdcache.New(mgr.GetClient())
		queues := util.NewManagerForIntegrationTests(ctx, mgr.GetClient(), cCache)
		opts = append(opts, jobframework.WithCache(cCache), jobframework.WithQueues(queues))

		err := setup(mgr, opts...)
		gomega.Expect(err).NotTo(gomega.HaveOccurred())
		jobframework.EnableIntegration(job.FrameworkName)
	}
}

root@48d5828295c0:/testbed $

exit code: 0

2026-04-27 22:39:03,511 - 
================================== Ai Message ==================================

Thought: Generate CRD manifests needed by integration tests.
Action: <command>make compile-crd-manifests</command>

 -- <step_cost> input_tok: 42130, output_tok: 5302, cost_usd: nan </step_cost>

2026-04-27 22:42:29,868 - 
================================ Human Message =================================

Observation:
make compile-crd-manifests
→ Downloading tools dependencies...
cd /testbed/hack/tools && go mod download
→ Downloading controller-gen locally if necessary...
GOBIN=/testbed/bin GO111MODULE=on go install sigs.k8s.io/controller-tools/cmd/controller-gen@v0.20.1
go: downloading golang.org/x/tools v0.40.0
go: downloading k8s.io/apimachinery v0.35.0
go: downloading k8s.io/code-generator v0.35.0
go: downloading k8s.io/apiextensions-apiserver v0.35.0
go: downloading k8s.io/utils v0.0.0-20251002143259-bc988d571ff4
go: downloading k8s.io/api v0.35.0
go: downloading github.com/google/gnostic-models v0.7.0
go: downloading golang.org/x/text v0.32.0
go: downloading k8s.io/kube-openapi v0.0.0-20250910181357-589584f1c912
go: downloading sigs.k8s.io/structured-merge-diff/v6 v6.3.0
go: downloading github.com/mattn/go-colorable v0.1.13
go: downloading google.golang.org/protobuf v1.36.8
go: downloading github.com/go-openapi/jsonreference v0.20.2
go: downloading github.com/go-openapi/swag v0.23.0
go: downloading golang.org/x/mod v0.31.0
